ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
479,Linzi,Glendinning,78,Female,22,244,253,0,4,439,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Taylor Mcghie?,No. Taylor and I don't share any friends,Who were your parents?,My mother was Amy and my father was Jackson,Housewife
480,Ruth,Hewitt,78,Female,22,286,291,1,4,446,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Conner Gault,Housewife
481,Caitlyn,Ritchie,78,Female,22,362,338,1,4,455,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Cody who was born 10 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 23 years old when she had me,Weaver
482,Bradley,Bates,78,Male,22,375,378,1,4,477,INTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any shared friends with Theodore Roy?,No. Theodore and I don't share any friends,Who were your parents?,My mother was Aimee and my father was Dominic,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Soldier
483,Gail,Nelson,79,Female,21,270,278,0,4,475,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jasmine Mcghie,What is your eldest sibling's age?,My eldest sibling is Elizabeth who was born 40 years old,How old was your mother when she died?,My mother is actually still alive,Farmer
484,Morven,Cassidy,79,Female,21,280,287,0,4,487,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Anna Nelson?,No. Anna and I don't share any friends,Who were your parents?,My mother was Eden and my father was Kevin,Weaver
485,Sara,Little,79,Female,21,359,341,1,4,438,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I burned my torso when I was 17,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 36 when he died,Weaver
486,Kayden,Ritchie,80,Male,20,299,302,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Kian Stanners,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Brian who was born 4 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Farmer
487,Zac,Cassidy,80,Male,20,313,319,0,4,484,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Owen Wales?,No. Owen and I don't share any friends,Who were your parents?,My mother was Lynn and my father was Roy,How many friends do you have?,I have 4 friends,Farmer
488,Skye,Nelson,80,Female,20,329,325,0,4,490,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 16,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Eva Gault,Farmer
489,Sandra,Stanners,80,Female,20,349,354,0,3,461,ISFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Kai who was born 13 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 27 years old when she had me,Housewife
490,Freddie,Nelson,80,Male,20,361,336,0,3,488,ENFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Neve Compton?,No. Neve and I don't share any friends,Who were your parents?,My mother was Anna and my father was Evan,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Smith
491,Ruby,Mclay,80,Female,20,363,342,0,4,463,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Daryl Little,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Owen who was born 8 years after me,How old was your mother when she died?,My mother is actually still alive,Weaver
492,Maureen,Mclay,80,Female,20,377,386,0,4,468,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Adele Compton?,No. Adele and I don't share any friends,Who were your parents?,My mother was Clara and my father was Archie,Weaver
493,Jax,Cheung,81,Male,19,254,264,0,4,Single,INTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 17,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Farmer
494,Jude,Glendinning,81,Male,19,261,266,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Mitchell Evans,What is your eldest sibling's age?,My eldest sibling is Molly who was born 37 years old,How old was your mother when she died?,My mother was 62 when she died,Do you have any children?,I don't have any children,Farmer
495,Neve,Compton,81,Female,19,270,278,0,4,504,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 43 years old when she had me,Do you have any shared friends with Stacy Drummond?,No. Stacy and I don't share any friends,Who were your parents?,My mother was Harley and my father was Cole,How many friends do you have?,I have 4 friends,Weaver
496,Luna,Hosie,81,Female,19,356,345,0,4,472,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Neve Stephen,What is your eldest sibling's age?,My eldest sibling is Morag who was born 26 years old,Housewife
497,Eve,Cheung,82,Female,18,249,230,0,4,499,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 50 years old when she had me,Do you have any shared friends with Elijah Glendinning?,No. Elijah and I don't share any friends,Farmer
498,Euan,Stanners,82,Male,16,250,277,0,3,Single,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I lost my torso when I was 16,Who were your parents?,My mother was Sarah and my father was Niall,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Farmer
499,Norman,Cheung,82,Male,18,254,264,0,3,497,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Eve?,I married Eve when I was 18 and they were 18,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Roy Drummond,What is your eldest sibling's age?,My eldest sibling is Leigh who was born 36 years old,Smith
500,Anthony,Mclay,82,Male,18,260,289,0,4,Single,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Roy Drummond?,No. Roy and I don't share any friends,Soldier
501,Corey,Roy,82,Male,18,283,290,0,4,Single,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Judith and my father was Jacob,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Hunter
502,Aria,Hair,82,Female,18,286,291,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Cerys Cheung,What is your eldest sibling's age?,My eldest sibling is Ruth who was born 22 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver
503,Luna,Skinner,82,Female,18,310,292,0,4,Single,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Elliot Cassidy?,No. Elliot and I don't share any friends,Who were your parents?,My mother was Samantha and my father was Darren,How many friends do you have?,I have 4 friends,Weaver
504,Bailey,Compton,82,Male,18,320,322,0,4,495,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Zac Cassidy,What is your eldest sibling's age?,My eldest sibling is Lachlan who was born 31 years old,Soldier
505,Alexis,Evans,82,Female,18,333,334,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Skye Nelson?,No. Skye and I don't share any friends,Weaver
506,Conor,Cheung,82,Male,18,377,386,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who were your parents?,My mother was Clara and my father was Archie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Soldier
507,Neve,Stephen,82,Female,18,384,381,0,4,Single,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Luna Hosie,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Christine who was born 2 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Housewife
508,Corey,Muldoon,83,Male,17,268,282,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 45 years old when she had me,Do you have any shared friends with Alicia Hosie?,No. Alicia and I don't share any friends,Who were your parents?,My mother was Heidi and my father was Aaron,How many friends do you have?,I have 4 friends,Farmer
509,Nieve,Gault,83,Female,17,275,271,0,3,Single,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Aria Hair,What is your eldest sibling's age?,My eldest sibling is Keira who was born 30 years old,Weaver
510,Christopher,Roy,83,Male,17,283,290,0,4,Single,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your mother when she died?,My mother was 45 when she died,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 41 years old when she had me,Do you have any shared friends with Lyndsey Roy?,No. Lyndsey and I don't share any friends,Smith
511,Charlie,Cheung,83,Male,17,328,308,0,3,Single,INTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Evie and my father was Max,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Hunter
512,Lynsey,Bates,83,Female,17,375,378,0,3,Single,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Conor Cheung,What is your eldest sibling's age?,My eldest sibling is Bradley who was born 22 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Housewife
513,Bonnie,Cheung,84,Female,16,254,264,0,3,Single,INTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 50 years old when she had me,Do you have any shared friends with Eric Skinner?,No. Eric and I don't share any friends,Who were your parents?,My mother was Nikki and my father was Niall,How many friends do you have?,I have 3 friends,Farmer
514,Bethany,Roy,84,Female,16,283,290,0,4,Single,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 16,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Bailey Compton,Farmer
515,Brian,Ritchie,84,Male,16,299,302,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Kayden who was born 20 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 40 years old when she had me,Soldier
516,Erin,Stanners,84,Female,16,317,327,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Jay Holt?,No. Jay and I don't share any friends,Who were your parents?,My mother was Eden and my father was Gerald,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver
517,Bella,Nelson,84,Female,16,318,295,0,3,Single,INTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Muhammad Gault,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Carol who was born 5 years after me,How old was your mother when she died?,My mother is actually still alive,Weaver
518,Jay,Holt,84,Male,16,323,312,0,3,Single,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Erin Stanners?,No. Erin and I don't share any friends,Who were your parents?,My mother was Taylor and my father was Scott,Smith
519,Kris,Mclay,84,Male,16,347,337,0,3,Single,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Sara Little,Hunter
520,Kara,Little,84,Female,16,365,343,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Paige who was born 10 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 28 years old when she had me,Weaver
521,Muhammad,Gault,84,Male,16,367,348,0,4,Single,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any shared friends with Robin Morris?,No. Robin and I don't share any friends,Who were your parents?,My mother was Violet and my father was Frankie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Soldier
522,Alicia,Hosie,84,Female,16,371,374,0,3,Single,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Corey Muldoon,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Housewife
523,Christine,Stephen,84,Female,16,384,381,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Roy Drummond?,No. Roy and I don't share any friends,Who were your parents?,My mother was Georgia and my father was Rory,Weaver
524,Eric,Skinner,85,Male,15,310,292,0,4,Single,ISFJ,What happened to your right arm?,I crippled my right arm when I was 3,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Bonnie Cheung,Child
525,Leah,Compton,85,Female,15,320,322,0,3,Single,ENTP,How long have you been friends with Carol?,I've been friends with Carol since I was 5,What is your eldest sibling's age?,My eldest sibling is Lachlan who was born 31 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 37 years old when she had me,Child
526,Robin,Noon,85,Male,15,403,376,0,3,Single,ISTP,Do you get along well with Aria?,I talked to Aria when I was 6 but we didn't work as friends,Do you have any shared friends with Leah Compton?,No. Leah and I don't share any friends,Who were your parents?,My mother was Libby and my father was Charlie,How many friends do you have?,I have 3 friends,Do you have any siblings?,No. I'm an only child,Child
527,Ellen,Garner,85,Female,15,406,393,0,4,Single,INFJ,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Michaela Bates,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Mhairi who was born 3 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
528,Emily,Little,86,Female,14,270,278,0,4,Single,ENTJ,When were you born?,I was born in the year 86,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Charlie Cheung?,No. Charlie and I don't share any friends,Who were your parents?,My mother was Harley and my father was Cole,How many friends do you have?,I have 4 friends,Child
529,Adrian,Gault,86,Male,14,280,287,0,4,Single,ENFJ,When were you born?,I was born in the year 86,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Isabella Hewitt,What is your eldest sibling's age?,My eldest sibling is Anna who was born 32 years old,Child
530,Alan,Hair,86,Male,14,286,291,0,3,Single,ENFJ,How long have you been friends with Bethany?,I've been friends with Bethany since I was 10,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Paula Drummond?,No. Paula and I don't share any friends,Child
531,Luca,Mcghie,86,Male,14,298,305,0,4,Single,INTJ,Who were your parents?,My mother was Lorraine and my father was Brandon,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Stephanie Glendinning,Child
532,Diane,Cheung,86,Female,14,328,308,0,4,Single,INTJ,How long have you been friends with Penelope?,I've been friends with Penelope since I was 1,What is your eldest sibling's age?,My eldest sibling is Gordon who was born 30 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 36 years old when she had me,Child
533,Duncan,Bates,86,Male,14,375,378,0,3,Single,INTJ,What happened to your torso?,I scarred my torso when I was 2,Do you have any shared friends with Bella Nelson?,No. Bella and I don't share any friends,Who were your parents?,My mother was Aimee and my father was Dominic,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Child
534,Sonny,Cheung,86,Male,14,377,386,0,3,Single,INTJ,What happened to your right leg?,I scarred my right leg when I was 7,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Sandra Morris,What is your eldest sibling's age?,My eldest sibling is Maureen who was born 20 years old,How old was your mother when she died?,My mother is actually still alive,Child
535,Holly,Stephen,86,Female,14,384,381,0,3,Single,ESFJ,What happened to your right arm?,I burned my right arm when I was 6,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Eve Cheung?,No. Eve and I don't share any friends,Who were your parents?,My mother was Georgia and my father was Rory,Child
536,Sandra,Morris,86,Female,14,419,409,0,3,Single,INTP,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Corey Roy,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Sonny who was born 7 years after me,Child
537,Bailey,Stanners,87,Male,13,265,285,0,3,Single,INFJ,When were you born?,I was born in the year 87,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 50 years old when she had me,Do you have any shared friends with Muhammad Gault?,No. Muhammad and I don't share any friends,Child
538,Christopher,Hair,87,Male,13,286,291,0,3,Single,ESFJ,When were you born?,I was born in the year 87,How long have you been friends with Aria?,I've been friends with Aria since I was 1,How long have you been friends with Corey?,I've been friends with Corey since I was 10,Who were your parents?,My mother was Hollie and my father was Kenzie,How many friends do you have?,I have 3 friends,Child
539,Jasmine,Niven,87,Female,13,297,300,0,4,Single,ENTJ,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Ruth Hewitt,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Charlie who was born 7 years after me,How old was your mother when she died?,My mother is actually still alive,Child
540,Donna,Morris,87,Female,13,340,324,0,3,Single,INTP,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Sara Little?,No. Sara and I don't share any friends,Who were your parents?,My mother was Ada and my father was Freddie,How many friends do you have?,I have 3 friends,Child
541,Cerys,Gault,87,Female,13,396,405,0,4,Single,ENTP,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Zac Cassidy,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Hollie who was born 6 years after me,How old was your mother when she died?,My mother is actually still alive,Child
542,Elaine,Hair,87,Female,13,407,408,0,4,Single,ENFJ,When were you born?,I was born in the year 87,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Gareth Mcghie?,No. Gareth and I don't share any friends,Who were your parents?,My mother was Ashley and my father was Frankie,Child
543,Paula,Cassidy,87,Female,13,420,385,0,4,Single,ISFP,How long have you been friends with Erin?,I've been friends with Erin since I was 1,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Erin Stanners,Child
544,Debbie,Mcghie,88,Female,12,296,294,0,3,Single,ESTJ,When were you born?,I was born in the year 88,What is your eldest sibling's age?,My eldest sibling is Isabella who was born 33 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 45 years old when she had me,Child
545,Callie,Ritchie,88,Female,12,299,302,0,3,Single,ESFJ,Do you have any shared friends with Alicia Hosie?,No. Alicia and I don't share any friends,Who were your parents?,My mother was Millie and my father was Louis,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Child
546,Mandy,Glendinning,88,Female,12,316,306,0,3,Single,ENFJ,Who was your first friend?,My first friend was Norman Cheung,What is your eldest sibling's age?,My eldest sibling is Wesley who was born 29 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 41 years old when she had me,Child
547,Francis,Cheung,88,Male,12,328,308,0,3,Single,INTJ,How long have you been friends with Diane?,I've been friends with Diane since I was 5,Do you have any shared friends with Jude Glendinning?,No. Jude and I don't share any friends,Who were your parents?,My mother was Evie and my father was Max,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Child
548,Iona,Mclay,88,Female,12,347,337,0,4,Single,ESTJ,When were you born?,I was born in the year 88,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jasmine Niven,What is your eldest sibling's age?,My eldest sibling is Ronan who was born 24 years old,How old was your mother when she died?,My mother is actually still alive,Child
549,Cody,Gault,88,Male,12,362,338,0,3,Single,ENFP,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Lewis Little?,No. Lewis and I don't share any friends,Who were your parents?,My mother was Shona and my father was Alex,How many friends do you have?,I have 3 friends,Child
550,Owen,Mcrae,88,Male,12,363,342,0,4,Single,ESFJ,How long have you been friends with Emma?,I've been friends with Emma since I was 1,What happened to your left arm?,I burned my left arm when I was 8,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Emma Wales,Child
551,Roderick,Mcghie,88,Male,12,402,390,0,3,Single,INTJ,How long have you been friends with Elaine?,I've been friends with Elaine since I was 1,How long have you been friends with Carla?,I've been friends with Carla since I was 10,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
552,Mhairi,Garner,88,Female,12,406,393,0,4,Single,INFJ,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Morven Cassidy?,No. Morven and I don't share any friends,Who were your parents?,My mother was Chloe and my father was Shaun,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Child
553,Kayla,Little,89,Female,11,304,315,0,3,Single,ENTJ,When were you born?,I was born in the year 89,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Carol Nelson,What is your eldest sibling's age?,My eldest sibling is Daryl who was born 29 years old,How old was your mother when she died?,My mother is actually still alive,Child
554,Carol,Nelson,89,Female,11,318,295,0,4,Single,INTP,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 42 years old when she had me,Do you have any shared friends with Leah Compton?,No. Leah and I don't share any friends,Who were your parents?,My mother was Emily and my father was Aiden,How many friends do you have?,I have 4 friends,Child
555,Kristopher,Mcrae,89,Male,11,346,331,0,3,Single,ESTJ,How long have you been friends with Kai?,I've been friends with Kai since I was 10,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 20 when he died,Who was your first friend?,My first friend was Jasmine Niven,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Harvey who was born 6 years after me,Child
556,Carla,Hair,90,Female,10,286,291,0,4,Single,ENFJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Alexis Evans?,No. Alexis and I don't share any friends,Who were your parents?,My mother was Hollie and my father was Kenzie,Child
557,Emilia,Holt,90,Female,10,323,312,0,3,Single,ISTP,When were you born?,I was born in the year 90,How long have you been friends with Cerys?,I've been friends with Cerys since I was 1,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Child
558,Lennon,Gault,90,Male,10,367,348,0,2,Single,ENFP,Who was your first friend?,My first friend was Jay Holt,What is your eldest sibling's age?,My eldest sibling is Muhammad who was born 16 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 34 years old when she had me,Child
559,Bailey,Bates,90,Male,10,375,378,0,3,Single,INTJ,Do you have any shared friends with Bethany Roy?,No. Bethany and I don't share any friends,Who were your parents?,My mother was Aimee and my father was Dominic,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Child
560,Elizabeth,Wales,90,Female,10,387,389,0,3,Single,ESFP,Do you get along well with Luna?,I talked to Luna when I was 1 but we didn't work as friends,Who was your first friend?,My first friend was Mackenzie Gault,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
561,Darren,Hewitt,90,Male,10,426,423,0,4,Single,ESTJ,Do you get along well with Cheryl?,I talked to Cheryl when I was 5 but we didn't work as friends,How long have you been friends with Diane?,I've been friends with Diane since I was 6,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Adrian Gault?,No. Adrian and I don't share any friends,Who were your parents?,My mother was Isabella and my father was Arthur,Child
562,Mila,Morris,91,Female,9,340,324,0,2,Single,INTP,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Duncan Bates,What is your eldest sibling's age?,My eldest sibling is Donna who was born 13 years old,Child
563,Rhiannon,Nelson,91,Female,9,361,336,0,2,Single,ENFP,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Carol Nelson?,No. Carol and I don't share any friends,Who were your parents?,My mother was Anna and my father was Evan,Child
