ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
253,Joanna,Brodie,76,Female,24,119,117,1,4,255,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 22,Who was your first friend?,My first friend was Stephen Smith,What is your eldest sibling's age?,My eldest sibling is Lynsey who was born 44 years old,How old was your mother when she died?,My mother is actually still alive,Farmer
254,Fiona,Shankland,76,Female,24,131,137,0,4,232,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 22,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 41 years old when she had me,Do you have any shared friends with Layla Mutch?,No. Layla and I don't share any friends,Weaver
255,Wayne,Brodie,76,Male,24,155,160,1,3,253,ISFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Kelly and my father was Conor,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 42 when he died,Hunter
256,Graeme,Smith,76,Male,24,178,150,0,4,272,ENTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Who was your first friend?,My first friend was Sean Lang,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Ashley who was born 3 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Smith
257,Keira,Mccrory,76,Female,24,181,163,1,4,244,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Grayson Brodie?,No. Grayson and I don't share any friends,Who were your parents?,My mother was Kara and my father was Mitchell,How many friends do you have?,I have 4 friends,Housewife
258,Susan,Ralston,76,Female,24,194,192,0,4,252,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Steven Ralston,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Malcolm who was born 5 years after me,Weaver
259,Ethan,Farrell,77,Male,23,138,124,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 39 years old when she had me,Do you have any shared friends with Gary Mccrory?,No. Gary and I don't share any friends,Smith
260,Gerald,Copland,77,Male,23,195,189,0,3,278,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Christina and my father was Greig,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Hunter
261,Elijah,Copland,77,Male,23,201,191,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 17,Who was your first friend?,My first friend was Olly Copland,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Amy who was born 7 years after me,How old was your mother when she died?,My mother is actually still alive,Smith
262,Zoe,Copland,77,Female,23,202,193,0,4,242,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Lindsey Mccrory?,No. Lindsey and I don't share any friends,Who were your parents?,My mother was Melanie and my father was Tommy,Housewife
263,Charlotte,Brodie,78,Female,22,131,137,0,4,245,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Aileen Mutch,Weaver
264,Carol,Ralston,78,Female,22,138,124,0,4,265,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Melanie who was born 43 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 40 years old when she had me,Housewife
265,Aidan,Ralston,78,Male,22,153,154,0,4,264,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Carol?,I married Carol when I was 18 and they were 18,Do you have any shared friends with Francis Harkness?,No. Francis and I don't share any friends,Who were your parents?,My mother was Hanna and my father was Jordan,How many friends do you have?,I have 4 friends,Smith
266,Grayson,Smith,78,Male,22,159,149,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Bethany Brodie,What is your eldest sibling's age?,My eldest sibling is Tracey who was born 32 years old,Soldier
267,Toni,Copland,78,Female,22,181,163,0,4,251,ESTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 27 years old when she had me,Do you have any shared friends with Daniel Shankland?,Yes. We have 1 shared friend, Grayson Brodie,Weaver
268,Allan,Mutch,78,Male,22,187,171,0,4,Single,ENTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I burned my torso when I was 16,Who were your parents?,My mother was Ayla and my father was Richard,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Hunter
269,Archie,Harkness,78,Male,22,196,180,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Alice Brodie,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Wayne who was born 4 years after me,How old was your mother when she died?,My mother is actually still alive,Smith
270,Mark,Mutch,78,Male,22,206,190,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 17,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Carol Ralston?,No. Carol and I don't share any friends,Smith
271,Ailsa,Shankland,79,Female,21,173,176,0,4,280,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Maureen and my father was Wayne,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Farmer
272,Ashley,Smith,79,Female,21,178,150,0,3,256,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Olly Copland,What is your eldest sibling's age?,My eldest sibling is Graeme who was born 24 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver
273,Peter,Ralston,80,Male,20,129,130,0,4,Single,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Shelley Copland?,No. Shelley and I don't share any friends,Who were your parents?,My mother was Brooke and my father was Keith,How many friends do you have?,I have 4 friends,Hunter
274,Stuart,Mair,80,Male,20,133,121,0,3,Single,ESFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 39 when he died,Who was your first friend?,My first friend was Theodore Lang,Do you have any injuries to your head?,I've never had any serious injuries to my head,Hunter
275,Mitchell,Smith,80,Male,20,174,144,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Grayson Smith?,No. Grayson and I don't share any friends,Smith
276,Kristopher,Smith,80,Male,20,178,150,0,4,Single,ENTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Cerys and my father was Henry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Hunter
277,Alan,Farrell,80,Male,20,188,177,0,4,Single,ENFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Kristopher Smith,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Ruaridh who was born 3 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Hunter
278,Lexi,Copland,81,Female,19,181,163,0,4,260,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Alison Mutch?,No. Alison and I don't share any friends,Who were your parents?,My mother was Kara and my father was Mitchell,How many friends do you have?,I have 4 friends,Farmer
279,Malcolm,Ralston,81,Male,19,194,192,0,4,Single,INFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Elijah Copland,What is your eldest sibling's age?,My eldest sibling is Susan who was born 24 years old,Soldier
280,Struan,Shankland,82,Male,18,140,151,0,4,271,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I burned my left arm when I was 17,How old were you when you married Ailsa?,I married Ailsa when I was 18 and they were 21,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Farmer
281,Wayne,Harkness,82,Male,18,196,180,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Carol Ralston?,No. Carol and I don't share any friends,Who were your parents?,My mother was Ivy and my father was Francis,How many friends do you have?,I have 4 friends,Soldier
282,Amber,Smith,82,Female,18,202,193,0,4,284,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Sean Lang,What is your eldest sibling's age?,My eldest sibling is Zoe who was born 23 years old,Housewife
283,Daisy,Brodie,82,Female,18,208,200,0,3,Single,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Karen Ralston?,No. Karen and I don't share any friends,Weaver
284,Mackenzie,Smith,82,Male,18,210,214,0,3,282,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who were your parents?,My mother was Ada and my father was Cooper,How many friends do you have?,I have 3 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Soldier
285,Luca,Smith,83,Male,17,134,127,0,3,Single,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Ethan Farrell,What is your eldest sibling's age?,My eldest sibling is Nieve who was born 39 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Farmer
286,Megan,Mutch,83,Female,17,187,171,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Noah Mutch?,No. Noah and I don't share any friends,Who were your parents?,My mother was Ayla and my father was Richard,How many friends do you have?,I have 4 friends,Weaver
287,Ruaridh,Farrell,83,Male,17,188,177,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Grayson Smith,What is your eldest sibling's age?,My eldest sibling is Alan who was born 20 years old,Smith
288,Jax,Bissett,84,Male,16,139,132,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 45 years old when she had me,Do you have any shared friends with Keira Mccrory?,No. Keira and I don't share any friends,Farmer
289,Lyle,Brodie,84,Male,16,173,176,0,4,Single,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Maureen and my father was Wayne,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Hunter
290,Finlay,Mutch,84,Male,16,187,171,0,4,Single,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who was your first friend?,My first friend was Megan Mutch,What is your eldest sibling's age?,My eldest sibling is Noah who was born 27 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Soldier
291,Amy,Copland,84,Female,16,201,191,0,3,Single,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 27 years old when she had me,Do you have any shared friends with Gary Mccrory?,No. Gary and I don't share any friends,Who were your parents?,My mother was Shelley and my father was Daniel,How many friends do you have?,I have 3 friends,Weaver
292,Douglas,Brodie,84,Male,16,208,200,0,3,Single,INTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Steven Ralston,What is your eldest sibling's age?,My eldest sibling is Daisy who was born 18 years old,Hunter
293,Derek,Ralston,85,Male,15,143,146,0,3,Single,ISFP,When were you born?,I was born in the year 85,How long have you been friends with Aidan?,I've been friends with Aidan since I was 6,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 45 years old when she had me,Child
294,Julia,Brodie,85,Female,15,155,160,0,4,Single,ISFP,What happened to your left arm?,I scarred my left arm when I was 2,What happened to your right leg?,I crippled my right leg when I was 8,Do you have any shared friends with Malcolm Ralston?,No. Malcolm and I don't share any friends,Who were your parents?,My mother was Kelly and my father was Conor,How many friends do you have?,I have 4 friends,Child
295,Grace,Mutch,85,Female,15,187,171,0,4,Single,ENTP,Do you get along well with Brodie?,I talked to Brodie when I was 10 but we didn't work as friends,How long have you been friends with Peter?,I've been friends with Peter since I was 11,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Amy Copland,Child
296,Gregor,Copland,85,Male,15,195,189,0,3,Single,ESFJ,What happened to your torso?,I scarred my torso when I was 11,What is your eldest sibling's age?,My eldest sibling is Olly who was born 26 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 30 years old when she had me,Child
297,Brody,Harkness,85,Male,15,196,180,0,3,Single,ENFJ,How long have you been friends with Jax?,I've been friends with Jax since I was 1,How long have you been friends with Zoe?,I've been friends with Zoe since I was 12,Do you have any shared friends with Jax Bissett?,No. Jax and I don't share any friends,Who were your parents?,My mother was Ivy and my father was Francis,How many friends do you have?,I have 3 friends,Child
298,Oliver,Ralston,85,Male,15,197,207,0,3,Single,INFP,How long have you been friends with Mackenzie?,I've been friends with Mackenzie since I was 1,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Mackenzie Smith,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Ronan who was born 5 years after me,Child
299,Scarlett,Copland,85,Female,15,201,191,0,3,Single,ESFJ,When were you born?,I was born in the year 85,How long have you been friends with Mackenzie?,I've been friends with Mackenzie since I was 5,What happened to your right arm?,I crippled my right arm when I was 10,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
300,Arianna,Brodie,85,Female,15,208,200,0,4,Single,ISTP,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Lois Brodie?,No. Lois and I don't share any friends,Who were your parents?,My mother was Linsey and my father was Justin,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Child
301,Paula,Mutch,86,Female,14,148,135,0,4,Single,ENTJ,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Gregor Copland,What is your eldest sibling's age?,My eldest sibling is Alice who was born 32 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
302,Lyla,Smith,86,Female,14,174,144,0,4,Single,ENTJ,How long have you been friends with Mark?,I've been friends with Mark since I was 1,Do you get along well with Linzi?,I talked to Linzi when I was 7 but we didn't work as friends,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Mark Mutch?,No. Mark and I don't share any friends,Who were your parents?,My mother was Eve and my father was Lee,Child
303,Lorna,Farrell,86,Female,14,188,177,0,3,Single,ENFJ,Do you get along well with Daisy?,I talked to Daisy when I was 10 but we didn't work as friends,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Kristopher Smith,Child
304,Francis,Ralston,86,Male,14,194,192,0,3,Single,INFP,What is your eldest sibling's age?,My eldest sibling is Susan who was born 24 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Ethan Farrell?,No. Ethan and I don't share any friends,Child
305,Corey,Brodie,86,Male,14,208,200,0,4,Single,INTP,How long have you been friends with Allan?,I've been friends with Allan since I was 10,Who were your parents?,My mother was Linsey and my father was Justin,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Child
306,Nicolle,Smith,87,Female,13,159,149,0,4,Single,ESTJ,How long have you been friends with Arianna?,I've been friends with Arianna since I was 10,Who was your first friend?,My first friend was Kylie Smith,What is your eldest sibling's age?,My eldest sibling is Tracey who was born 32 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
307,Grayson,Husband,87,Male,13,181,163,0,2,Single,ESTJ,How long have you been friends with Amy?,I've been friends with Amy since I was 1,Do you get along well with Susan?,I talked to Susan when I was 13 but we didn't work as friends,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Amy Copland?,No. Amy and I don't share any friends,Who were your parents?,My mother was Kara and my father was Mitchell,Child
308,Gregor,Farrell,87,Male,13,188,177,0,4,Single,INFJ,What happened to your right leg?,I scarred my right leg when I was 13,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Corey Brodie,Child
309,Cody,Mutch,87,Male,13,209,203,0,4,Single,ENTJ,When were you born?,I was born in the year 87,Do you get along well with Derek?,I talked to Derek when I was 1 but we didn't work as friends,How long have you been friends with Debbie?,I've been friends with Debbie since I was 3,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Emilia who was born 9 years after me,How old was your mother when she died?,My mother is actually still alive,Child
310,Debbie,Brodie,87,Female,13,213,217,0,3,Single,ESTP,Do you get along well with Joanna?,I talked to Joanna when I was 1 but we didn't work as friends,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Nicolle Smith?,No. Nicolle and I don't share any friends,Who were your parents?,My mother was Nieve and my father was Brodie,Child
311,Mackenzie,Mutch,88,Male,12,199,179,0,2,Single,ENTP,How long have you been friends with Lyle?,I've been friends with Lyle since I was 1,Do you get along well with Zoe?,I talked to Zoe when I was 11 but we didn't work as friends,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 49 when he died,Child
312,Jennifer,Brodie,88,Female,12,208,200,0,3,Single,INTP,When were you born?,I was born in the year 88,How long have you been friends with Debbie?,I've been friends with Debbie since I was 1,Do you get along well with Amy?,I talked to Amy when I was 10 but we didn't work as friends,Who was your first friend?,My first friend was Debbie Brodie,What is your eldest sibling's age?,My eldest sibling is Daisy who was born 18 years old,Child
313,Freya,Bissett,88,Female,12,230,231,0,3,Single,ESFJ,Do you get along well with Joanna?,I talked to Joanna when I was 1 but we didn't work as friends,Do you get along well with Daisy?,I talked to Daisy when I was 5 but we didn't work as friends,What happened to your right leg?,I scarred my right leg when I was 12,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
314,Brodie,Brodie,89,Male,11,147,156,0,3,Single,ISTJ,What happened to your right leg?,I scarred my right leg when I was 6,How long have you been friends with Kieran?,I've been friends with Kieran since I was 11,How old was your mother when she had you?,My mother was 47 years old when she had me,Do you have any shared friends with Lyle Brodie?,No. Lyle and I don't share any friends,Who were your parents?,My mother was Kaitlin and my father was Benjamin,Child
315,Linzi,Brodie,89,Female,11,173,176,0,3,Single,ISTP,What happened to your right leg?,I scarred my right leg when I was 4,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Daisy Brodie,Child
316,Luke,Ralston,90,Male,10,153,154,0,2,Single,INFJ,What is your eldest sibling's age?,My eldest sibling is Evelyn who was born 26 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Elijah Copland?,Yes. We have 1 shared friend, Gregor Copland,Child
317,Stephanie,Ralston,90,Female,10,194,192,0,4,Single,INFP,Who were your parents?,My mother was Carla and my father was Calum,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Archie Harkness,Child
318,Ronan,Ralston,90,Male,10,197,207,0,4,Single,INFP,What is your eldest sibling's age?,My eldest sibling is Oliver who was born 15 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 34 years old when she had me,Do you have any shared friends with Ailsa Shankland?,No. Ailsa and I don't share any friends,Child
319,Freddie,Mccrory,90,Male,10,228,218,0,3,Single,ENFJ,Who were your parents?,My mother was Lindsey and my father was Ollie,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lorna Farrell,Child
320,Rose,Brodie,91,Female,9,173,176,0,2,Single,ESTP,When were you born?,I was born in the year 91,What is your eldest sibling's age?,My eldest sibling is Ailsa who was born 21 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 42 years old when she had me,Child
321,Debbie,Thomas,91,Female,9,205,215,0,2,Single,INFJ,How long have you been friends with Jennifer?,I've been friends with Jennifer since I was 1,Do you have any shared friends with Jennifer Brodie?,No. Jennifer and I don't share any friends,Who were your parents?,My mother was Eilidh and my father was Kieran,How many friends do you have?,I don't have any friends,Do you have any siblings?,No. I'm an only child,Child
322,Robert,Ralston,92,Male,8,153,154,0,2,Single,INFJ,What happened to your left arm?,I crippled my left arm when I was 5,How long have you been friends with Freya?,I've been friends with Freya since I was 6,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Ruaridh Farrell,What is your eldest sibling's age?,My eldest sibling is Evelyn who was born 26 years old,Child
323,Jake,Brodie,92,Male,8,155,160,0,2,Single,ISFP,What happened to your left leg?,I scarred my left leg when I was 3,Do you get along well with Lorna?,I talked to Lorna when I was 5 but we didn't work as friends,Do you get along well with Alan?,I talked to Alan when I was 6 but we didn't work as friends,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
324,Allison,Husband,92,Female,8,181,163,0,2,Single,ESTP,When were you born?,I was born in the year 92,How long have you been friends with Linzi?,I've been friends with Linzi since I was 6,How old was your mother when she had you?,My mother was 41 years old when she had me,Do you have any shared friends with Struan Shankland?,No. Struan and I don't share any friends,Who were your parents?,My mother was Kara and my father was Mitchell,Child
325,Alan,Smith,94,Male,6,174,144,0,2,Single,ENTP,When were you born?,I was born in the year 94,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Megan Mutch,Child
326,Steven,Lang,94,Male,6,186,168,0,2,Single,ESFJ,When were you born?,I was born in the year 94,What is your eldest sibling's age?,My eldest sibling is Sean who was born 27 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 42 years old when she had me,Child
327,Valerie,Ralston,94,Female,6,197,207,0,2,Single,INFP,Do you have any shared friends with Debbie Thomas?,No. Debbie and I don't share any friends,Who were your parents?,My mother was Lynsey and my father was Brody,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Child
328,Kelly,Mutch,95,Female,5,199,179,0,2,Single,ENTP,When were you born?,I was born in the year 95,Who was your first friend?,My first friend was Lyla Smith,What is your eldest sibling's age?,My eldest sibling is Mackenzie who was born 12 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
329,Zoe,Baird,95,Female,5,225,212,0,2,Single,INFJ,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Brody Harkness?,No. Brody and I don't share any friends,Who were your parents?,My mother was Neve and my father was Brian,How many friends do you have?,I don't have any friends,Do you have any siblings?,No. I'm an only child,Child
330,Ashley,Brodie,95,Female,5,229,224,0,2,Single,INTP,How old was your father when he died?,My father was 34 when he died,Who was your first friend?,My first friend was Stephanie Ralston,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child
331,Joanna,Harkness,96,Female,4,196,180,0,1,Single,INFJ,How old was your mother when she had you?,My mother was 40 years old when she had me,Do you have any shared friends with Alan Farrell?,No. Alan and I don't share any friends,Who were your parents?,My mother was Ivy and my father was Francis,How many friends do you have?,I only have the one friend, Alan,Do you have any siblings?,Yes. I actually have 4 siblings,Child
332,Max,Copland,96,Male,4,201,191,0,1,Single,ENFJ,How long have you been friends with Nicolle?,I've been friends with Nicolle since I was 1,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Nicolle Smith,What is your eldest sibling's age?,My eldest sibling is Elijah who was born 23 years old,How old was your mother when she died?,My mother is actually still alive,Child
333,Emilia,Mutch,96,Female,4,209,203,0,1,Single,ESTJ,Do you get along well with Joanna?,I talked to Joanna when I was 1 but we didn't work as friends,Do you get along well with Ashley?,I talked to Ashley when I was 2 but we didn't work as friends,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Lyla Smith?,No. Lyla and I don't share any friends,Child
334,Esme,Smith,96,Female,4,226,223,0,1,Single,INTP,Who were your parents?,My mother was Katherine and my father was Stephen,How many friends do you have?,I only have the one friend, Paula,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Paula Mutch,Child
335,Daniel,Smith,97,Male,3,174,144,0,1,Single,ENTJ,What is your eldest sibling's age?,My eldest sibling is Mitchell who was born 20 years old,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Zoe Baird?,No. Zoe and I don't share any friends,Child
336,Innes,Harkness,97,Male,3,196,180,0,1,Single,INFJ,Who were your parents?,My mother was Ivy and my father was Francis,How many friends do you have?,I only have the one friend, Gregor,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Gregor Farrell,Child
